source	interaction	target
P61586	1	P19174
P09619	1	P19174
P35968	1	P19174
O43561	1	P19174
P19174	1	Q07889
Q13480	1	P19174
O60674	1	P19174
P17948	1	P19174
Q13094	1	P19174
P43405	1	P19174
P16234	1	P19174
Q13588	1	P19174
Q9Y2X7	1	P19174
P63215	1	P19174
P59768	1	P19174
P54646	1	Q13393
Q15831	1	P54646
P54646	1	O75385
Q96RR4	1	P54646
P54646	1	P49815
P54646	1	P06213
P54646	1	Q92574
P54646	1	O14920
P54646	1	O60825
P54646	1	P41235
P54646	1	O00418
Q9Y496	1	Q13563
P98161	1	Q13563
P48995	1	Q13563
Q13563	1	P48995
P68400	1	Q13563
Q15599	1	Q01970
P32121	1	Q9Y496
P49407	1	Q9Y496
P17252	1	Q8TD43
P61981	1	Q8TD43
O15111	1	Q9NQC7
Q9NQC7	1	Q9Y4K3
O14920	1	Q9NQC7
P07947	1	Q05397
P17612	1	O95295
P17612	1	P35222
P17612	1	P06241
P17612	1	P20020
P17612	1	P50552
P17612	1	P21333
P17612	1	P29474
P17612	1	P61586
P17612	1	P16220
P17612	1	Q07955
P17612	1	Q14978
P17612	1	Q15831
P17612	1	Q13526
P17612	1	Q9Y6Q9
P17612	1	P15056
P17612	1	P19838
P17612	1	P03372
P17612	1	Q92934
O15530	1	P17612
P31749	1	P17612
P17612	1	Q00059
P17612	1	P01100
P17612	1	O75581
P17612	1	O14965
P17612	1	P17655
Q99835	1	P17612
P17612	1	Q92793
P17612	1	P15311
P17612	1	P19793
P17612	1	Q14103
P17612	1	Q00613
P17612	1	P04049
P17612	1	Q04206
P17612	1	Q13185
P17612	1	Q14738
P17612	1	Q9UMX1
P17612	1	P49841
P17612	1	P13796
P17612	1	Q12802
P17612	1	Q14847
P17612	1	P84243
P17612	1	P41240
P17612	1	P61224
P17612	1	P35240
P17612	1	P52565
P17612	1	P62834
P17612	1	Q12972
P17612	1	Q9UQL6
P17612	1	Q13370
P17612	1	P39905
P17612	1	Q08499
P17612	1	Q9Y6E0
P17612	1	Q9NP97
P17612	1	Q05209
P17612	1	Q9NRD9
P17612	1	Q05469
P17612	1	P41161
P17612	1	Q9NXR1
P17612	1	P36382
P17612	1	Q96SB3
P17612	1	P24390
P06239	1	P16885
P06239	1	P60484
P06239	1	O14543
P10586	1	P06239
P06239	1	O43561
P06239	1	P03372
P06239	1	P29350
P29350	1	P06239
P06239	1	P42224
P06239	1	P27361
P27361	1	P06239
P06239	1	P29353
P06239	1	P04049
P06239	1	P28482
P28482	1	P06239
P06239	1	P46531
P06239	1	Q13094
P41240	1	P06239
P06239	1	P52735
P06239	1	P20936
P06239	1	P15498
P06239	1	P14784
P06239	1	P20138
P06239	1	Q13444
P08575	1	P06239
P08637	1	P06239
P18433	1	P06239
P06239	1	Q9H204
P06239	1	Q9UN19
P06239	1	Q9UQQ2
Q13315	1	P54274
Q96MF7	1	P54274
P68400	1	P54274
Q13586	1	P48995
P28482	1	Q13586
Q02156	1	P17302
P17706	1	P17302
P48730	1	P17302
P17252	1	P04083
P17252	1	Q07869
P17252	1	P00533
P17252	1	P05556
P17252	1	Q13393
O15530	1	P17252
P17252	1	P35568
P17252	1	P29350
P17252	1	P27361
P17252	1	P00519
P17252	1	P15311
P17252	1	P05107
P17252	1	P04049
P17252	1	Q16236
P17252	1	P28482
P17252	1	Q06124
P17252	1	P08670
P17252	1	P49768
P17252	1	P06213
P17252	1	P06730
P17252	1	O95622
P17252	1	Q96A00
P17252	1	O14920
P17252	1	P34741
P17252	1	O14641
P17252	1	O14939
P17252	1	P46940
P17252	1	P14598
P17252	1	P29972
P17252	1	Q8IV61
P43405	1	P17252
P17252	1	P47712
P17252	1	P18206
P17252	1	P01116
P17252	1	O94806
P17252	1	Q9Y624
P17252	1	Q96RI1
P17252	1	P08567
P17252	1	P18433
P17252	1	P35611
P17252	1	Q9Y263
P17252	1	P02686
P17252	1	P13726
P17252	1	Q9UJY1
P17252	1	Q05209
P17252	1	P17812
P17252	1	Q07954
P17252	1	Q13769
Q05516	1	Q02363
P04637	1	Q02363
Q96QT4	1	Q9BX84
Q9BX84	1	Q96QT4
P05771	1	P04083
Q96QT4	1	P04083
P00533	1	P04083
P24723	1	P04083
P28482	1	P29966
Q16512	1	P29966
P27361	1	Q07869
P19793	1	Q07869
Q07869	1	P19793
P28482	1	Q07869
Q07869	1	P06858
P45983	1	Q07869
Q15466	1	Q07869
P55055	1	Q07869
Q07869	1	P55055
P28702	1	Q07869
Q07869	1	P28702
Q07869	1	Q13133
Q13133	1	Q07869
P18031	1	P35222
Q9Y3M2	1	P35222
P06241	1	P35222
P48729	1	P35222
P35222	1	P15923
P10586	1	P35222
P16220	1	P35222
P46937	1	P35222
P35222	1	P98177
Q00534	1	P35222
P35222	1	P20823
P35222	1	P01106
P45984	1	P35222
P35222	1	O43524
P42574	1	P35222
P49674	1	P35222
Q13526	1	P35222
P35222	1	Q12778
P31749	1	P35222
P35222	1	P36402
P35222	1	P22736
Q86X55	1	P35222
P10276	1	P35222
Q92793	1	P35222
Q92585	1	P35222
P00519	1	P35222
P35222	1	P27986
P48730	1	P35222
P25054	1	P35222
Q13153	1	P35222
P68400	1	P35222
P67775	1	P35222
O14640	1	P35222
P49768	1	P35222
P67870	1	P35222
P31751	1	P35222
P35222	1	Q9NQB0
Q9Y297	1	P35222
Q6P1J9	1	P35222
P35222	1	O15105
Q9HAU4	1	P35222
O00512	1	P35222
P35222	1	P15884
Q9Y2T1	1	P35222
Q9UKB1	1	P35222
P16591	1	P35222
P19784	1	P35222
P24666	1	P35222
O96013	1	P35222
P07437	1	P48995
Q14980	1	P07437
P07948	1	P14317
P07948	1	O15492
P07948	1	P10721
P10721	1	P07948
P07948	1	P42229
P07948	1	O75807
P07948	1	Q05397
P07948	1	Q9H400
P07948	1	P29350
P07948	1	P29353
P07948	1	P56945
P07948	1	P12318
P07948	1	P32927
P07948	1	P20273
P07948	1	P15498
P07948	1	P43405
Q14289	1	P07948
P07948	1	Q71U36
P08575	1	P07948
P07948	1	P02730
P07948	1	Q9UN19
P07948	1	P40259
P07948	1	P31994
P07948	1	P31995
P08047	1	P98161
P51817	1	P98161
Q9NZJ5	1	P05198
P19525	1	P05198
Q9BQI3	1	P05198
Q9P2K8	1	P05198
Q16656	1	P05198
P55010	1	P05198
P00533	1	P18031
P18031	1	P12814
P18031	1	P35568
P18031	1	P29597
P18031	1	P06213
P18031	1	P40763
P18031	1	O60674
Q13588	1	P18031
P49759	1	P18031
P18031	1	O75886
P00519	1	P63244
P63244	1	P40763
Q5VU43	1	P13861
P31749	1	P55072
P78527	1	P55072
P55072	1	Q8TAT6
P29992	1	Q00722
Q00722	1	Q16539
P62873	1	Q00722
P37173	1	O00459
O43561	1	O00459
P03372	1	O00459
P36897	1	O00459
P00533	1	P12830
O60716	1	P12830
P12830	1	O75581
P12830	1	O15143
P68400	1	P12830
O00192	1	P12830
P12830	1	P35221
P12830	1	P38570
Q15154	1	O95613
Q99835	1	P04899
O15530	1	P05771
P53004	1	P05771
P05771	1	P04049
P05771	1	Q16236
P05771	1	P49768
P05771	1	P34741
P05771	1	O14641
P05771	1	P14598
Q02156	1	P11362
Q02156	1	P05556
O15530	1	Q02156
Q02156	1	P15336
P49841	1	Q02156
Q02156	1	P40763
Q02156	1	O95622
Q02156	1	P46940
Q02156	1	P21802
Q02156	1	Q9BZL6
Q02156	1	Q16625
Q96QT4	1	O00418
Q9C000	1	P29466
Q9ULZ3	1	P29466
P29466	1	P55210
P29466	1	P42574
P29466	1	Q12772
P29466	1	O95760
P42224	1	P29466
P04637	1	P29466
P29466	1	P01583
P29466	1	P01584
Q13153	1	P29466
P29466	1	Q9NPP4
P29466	1	Q14116
O15264	1	P16949
P27361	1	P16949
P06493	1	P16949
P28482	1	P16949
P06241	1	P16885
Q9NZJ5	1	Q9BY44
Q9NZJ5	1	Q16236
Q9NZJ5	1	Q13490
Q9NZJ5	1	Q13489
Q9NZJ5	1	P18848
P06241	1	Q03135
P06241	1	P10586
P10586	1	P06241
P06241	1	O43561
P06241	1	O60716
Q05397	1	P06241
Q99835	1	P06241
P06241	1	Q16539
P06241	1	P00519
P06241	1	P29353
P06241	1	P49023
P06241	1	P51812
P06241	1	Q06124
P06241	1	Q13094
P06241	1	P84243
P41240	1	P06241
P06241	1	P42768
P06241	1	P15498
P06241	1	O43294
P06241	1	Q71U36
P08575	1	P06241
P18433	1	P06241
P06241	1	P14923
P06241	1	Q9H204
Q8TEW6	1	P06241
P06241	1	P40259
P48729	1	P16220
P48729	1	P55957
P48729	1	Q12778
P48729	1	P17931
P29590	1	P48729
P48729	1	O75581
P48729	1	Q99835
P48729	1	P04637
P48729	1	P49841
P48729	1	P27348
P48729	1	O15151
P48729	1	P62745
Q14571	1	P48995
Q03135	1	P48995
P49757	1	Q96J02
P49757	1	P04637
P49757	1	P46531
Q99835	1	P08754
P25105	1	P08754
P34972	1	P08754
P30542	1	P08754
Q9HCP0	1	P20020
P62491	1	P78504
O75385	1	O95166
Q96A56	1	O95166
Q14596	1	O95166
Q9Y4P1	1	O95166
O95166	1	Q3MII6
O96017	1	Q15554
Q13315	1	Q15554
Q9H816	1	Q15554
Q96MF7	1	Q15554
Q9NRM7	1	P61981
Q15418	1	P21333
P21333	1	P45985
Q13153	1	P21333
P27797	1	Q14162
P00533	1	P11171
P00533	1	Q03135
Q03135	1	P00533
P18146	1	P00533
P00533	1	P12004
P00533	1	Q02750
P00533	1	O15492
P00533	1	P42574
P00533	1	P42229
P00533	1	P03372
P00533	1	P16333
P00533	1	Q05397
P29350	1	P00533
P00533	1	P42224
P17275	1	P00533
P00533	1	P62993
P00533	1	Q13480
P27361	1	P00533
P00533	1	P23458
P10276	1	P00533
P04637	1	P00533
P00519	1	P00533
P00533	1	P29353
P00533	1	P15311
P00533	1	P27986
P01135	1	P00533
P00533	1	P46108
P08253	1	P00533
P28482	1	P00533
P00533	1	Q06124
P00533	1	P24385
P00533	1	P21860
P00533	1	P40763
P01133	1	P00533
P00533	1	P51692
P00533	1	P78527
Q13191	1	P00533
P00533	1	O14939
P00533	1	P52735
P52735	1	P00533
P00533	1	O43639
P00533	1	P09211
Q9Y5X1	1	P00533
P00533	1	O14964
P00533	1	Q96JA1
P00533	1	Q13588
P00533	1	Q14289
Q14289	1	P00533
P00533	1	Q92558
P00533	1	P42566
Q12913	1	P00533
P08631	1	Q13905
P08631	1	P00519
P08631	1	P11274
P08631	1	P51692
P08631	1	Q13444
Q02750	1	P32121
Q99835	1	P32121
P68400	1	P32121
P19784	1	P32121
Q9HCP0	1	Q13277
P53778	1	Q13424
Q03135	1	P09619
Q03135	1	O75581
P00519	1	Q03135
Q03135	1	P17096
Q03135	1	P16234
O75116	1	Q16555
P49841	1	Q16555
Q16555	1	Q71U36
P49407	1	Q00987
P49407	1	Q99835
Q99835	1	P49407
P49407	1	P27361
P49407	1	Q16539
P49407	1	P28482
P49407	1	O14640
P49407	1	O14641
P49407	1	Q9UP38
P49407	1	Q08499
P61586	1	O60610
P11362	1	Q15118
P11362	1	P56945
P11362	1	Q8WU20
P11362	1	P00338
P05230	1	P11362
P11362	1	Q15464
P01106	1	Q13616
Q13616	1	P46527
P63208	1	Q13616
P61081	1	Q13616
P62877	1	Q13616
Q96J02	1	P21580
Q96J02	1	Q15796
Q96J02	1	P46531
P45983	1	Q96J02
Q96J02	1	O15105
Q9Y3C5	1	Q96J02
Q05655	1	P29474
Q9Y478	1	P29474
P31749	1	P29474
P07900	1	P29474
P62140	1	P29474
P08047	1	P29474
P62136	1	P29474
P31751	1	P29474
P36873	1	P29474
Q13131	1	P29474
P62942	1	P36897
P42226	1	P61586
P61586	1	Q13393
P61586	1	Q13464
Q14344	1	P61586
P61586	1	O75116
P61586	1	Q16513
P36897	1	P61586
Q9Y4D1	1	P61586
A7KAX9	1	P61586
P52565	1	P61586
P61586	1	P07737
P61586	1	Q14192
Q9NZN5	1	P61586
Q92888	1	P61586
Q03113	1	P61586
P52306	1	P61586
Q9UBN7	1	P14625
O14965	1	Q9UBN7
P27361	1	Q9UBN7
Q9UBN7	1	P07900
Q9UBN7	1	Q01130
P18146	1	P60484
Q13464	1	P60484
P60484	1	O15530
P60484	1	P35813
P46934	1	P60484
P60484	1	P63000
P04637	1	P60484
Q8NEB9	1	P60484
Q6P0Q8	1	P60484
O60307	1	P60484
P10914	1	P12004
P42224	1	P10914
P52292	1	P10914
P10914	1	Q02556
Q92793	1	P10914
P10914	1	Q14790
P10914	1	P50591
P10914	1	Q96AZ6
Q02086	1	P10914
P42226	1	Q16649
O95352	1	Q9NT62
Q9H492	1	Q9NT62
P01106	1	P30304
P24941	1	P30304
P30304	1	P24941
P06493	1	P30304
P30304	1	P06493
P30304	1	P11802
Q9Y297	1	P30304
O14965	1	Q9GZM8
P06493	1	Q9GZM8
P62258	1	Q9GZM8
Q9BTP7	1	Q8IYD8
Q8IYD8	1	Q92547
Q8IYD8	1	Q9NPI8
P49137	1	P15923
P49674	1	P15923
P63208	1	P15923
P27361	1	P15923
Q16539	1	P15923
P28482	1	P15923
P01116	1	P15923
Q9H2T7	1	P15923
O14965	1	P41208
Q15154	1	P41208
P29372	1	Q9UIS9
Q7Z6Z7	1	P01106
Q9Y6X2	1	P40763
Q9Y6X2	1	P84022
Q9NRZ9	1	P26358
Q13263	1	Q12873
P26951	1	P42229
Q05516	1	P26951
P26951	1	O60674
Q05655	1	Q15717
Q05655	1	P40189
O15530	1	Q05655
Q05655	1	P35568
Q05655	1	P42224
Q05655	1	P04637
P00519	1	Q05655
Q05655	1	P29353
Q05655	1	P05107
Q05655	1	P07108
Q05655	1	P61978
Q05655	1	P51398
Q05655	1	P40763
Q05655	1	P98082
Q05655	1	P45983
Q05655	1	O95622
Q05655	1	O14939
Q05655	1	P14598
Q05655	1	O95817
Q05655	1	P18433
Q05655	1	P31431
Q05655	1	P23229
Q05655	1	Q9UQ80
Q05655	1	P11413
Q05655	1	O00429
Q05655	1	Q16206
Q05655	1	P17405
Q05655	1	Q15080
Q05655	1	Q9NRY6
P00519	1	P14317
P68400	1	P14317
P09769	1	P14317
P43405	1	P14317
P50750	1	P24928
Q8IXW5	1	P24928
Q9NYV4	1	P24928
P18146	1	P38936
Q15717	1	P38936
P42574	1	P38936
O15379	1	P38936
P11309	1	P38936
P31749	1	P38936
Q99683	1	P38936
P42224	1	P38936
Q13263	1	P38936
P04637	1	P38936
P38936	1	P04637
Q16539	1	P38936
Q9UK53	1	P38936
P51532	1	P38936
Q13105	1	P38936
P56524	1	P38936
P08047	1	P38936
P28482	1	P38936
P31751	1	P38936
O43293	1	P38936
P45983	1	P38936
P61289	1	P38936
Q9P1W9	1	P38936
P49674	1	O15534
Q99743	1	O15534
O15534	1	Q13315
Q9BVW5	1	P27694
Q9BVW5	1	Q9UNS1
Q9UNS1	1	Q9BVW5
Q9BVW5	1	P33991
P49137	1	P16220
P49137	1	Q15717
P49137	1	Q00987
P49137	1	Q13151
P27361	1	P49137
P49137	1	Q16539
Q16539	1	P49137
P49137	1	Q00613
P49137	1	O95816
P49137	1	P49815
P28482	1	P49137
P49137	1	P08670
P49137	1	O75925
P49137	1	P26651
P49137	1	P53667
P49137	1	P04792
P49137	1	P11831
P49137	1	O15511
P49137	1	Q9NY61
P49137	1	P33241
P61073	1	P52333
P48061	1	P61073
P61073	1	O60674
P51681	1	P61073
P04233	1	P61073
P18146	1	P04085
P04085	1	P16234
P52333	1	O14543
O14543	1	P42229
O14543	1	P48357
O14543	1	P23458
P23458	1	O14543
O14543	1	P16471
O14543	1	O60674
O14543	1	P20936
P50281	1	P08253
Q13315	1	Q8IY92
P21580	1	Q15628
Q86VP1	1	P21580
P10586	1	P35568
P10586	1	Q9Y4H2
P10586	1	P53355
P10586	1	P06213
P24941	1	Q8WXE1
P27694	1	Q8WXE1
P15927	1	Q8WXE1
Q8WXE1	1	P38398
Q8WXE1	1	Q92547
Q92547	1	Q8WXE1
P13010	1	Q8WXE1
P09603	1	P15509
P15509	1	P42229
P49715	1	P15509
O60674	1	P15509
P15509	1	O60674
Q9NYY3	1	Q9HC77
P15260	1	P42224
P17181	1	P15260
P15260	1	P23458
P23458	1	P15260
O60674	1	P15260
P15260	1	O60674
P42226	1	Q9BQ08
P29350	1	P42226
P23458	1	P42226
Q9UHD2	1	P42226
P24394	1	P42226
P42226	1	P24394
O60674	1	P42226
P42226	1	P05089
P78552	1	P42226
P37173	1	Q9Y4K3
P07900	1	P37173
Q9UER7	1	P37173
P37173	1	P27986
P01137	1	P37173
P37173	1	Q15796
P98082	1	P37173
P37173	1	P36897
P37173	1	P84022
P37173	1	O95405
P37173	1	P17813
P10600	1	P37173
Q96GD4	1	P17661
Q96GD4	1	P06400
Q96GD4	1	Q96CF2
Q96GD4	1	Q13315
O15392	1	Q96GD4
Q96GD4	1	P25490
Q96GD4	1	P84243
Q96GD4	1	Q9UPY8
Q96GD4	1	Q3KR16
P12004	1	Q9Y253
Q9Y253	1	Q9UBZ9
P12004	1	Q9HCU8
Q14191	1	Q9HCU8
Q969X0	1	Q13153
P46531	1	P12644
P12644	1	Q13873
P04637	1	Q03518
Q9UGL1	1	O00257
P35754	1	P23511
P23511	1	P08047
P78317	1	P23511
P07996	1	P05556
P02751	1	P05556
P31749	1	P05556
Q05397	1	P05556
P02452	1	P05556
Q9Y490	1	P05556
P05556	1	Q14289
P05556	1	Q13418
P02671	1	P05556
P04004	1	P05556
O75365	1	P05556
P35442	1	P05556
P28715	1	P12004
P28715	1	P18074
Q96RU2	1	P01106
Q13315	1	Q96RU2
Q5FWF5	1	O60216
Q8IXJ6	1	Q12778
P17706	1	P09619
P09619	1	P16333
P09619	1	Q05397
P09619	1	P62993
P00519	1	P09619
P09619	1	P29353
P09619	1	P46108
P09619	1	Q06124
P09619	1	O43639
P09619	1	P20936
P09619	1	P16234
P09619	1	Q13588
Q9NRA1	1	P09619
Q12933	1	O15111
Q99558	1	O15111
O15111	1	Q9Y6Q9
O15111	1	P19838
P31749	1	O15111
O15111	1	Q92793
O15111	1	Q04206
O15111	1	Q92985
P46531	1	O15111
O15111	1	P24385
P19438	1	O15111
P31751	1	O15111
O15111	1	Q15653
O15111	1	Q00653
P51617	1	O15111
O14920	1	O15111
O15111	1	P84243
Q8IUD2	1	O15111
O15111	1	Q86VP1
P09874	1	Q86WJ1
Q14191	1	Q96FI4
Q03468	1	Q96FI4
Q12933	1	Q99558
Q99558	1	Q12933
P20333	1	Q12933
Q12933	1	Q99683
P42575	1	Q12933
Q15628	1	Q12933
Q12933	1	Q14790
P36941	1	Q12933
Q12933	1	Q13490
Q12933	1	Q13489
Q04206	1	Q12933
Q12933	1	Q13546
Q13546	1	Q12933
P19438	1	Q12933
Q12933	1	P42345
Q12933	1	O14920
Q9Y6Q6	1	Q12933
Q12933	1	Q13077
Q13077	1	Q12933
Q12933	1	Q5VWQ8
Q12933	1	Q12851
Q13263	1	Q15047
Q9UIS9	1	Q15047
P04637	1	Q9NX09
P54132	1	Q13111
P25774	1	P55957
Q5VVJ2	1	P0C0S5
P03372	1	P05787
O15264	1	P05787
P04637	1	P05787
Q16539	1	P05787
P06493	1	P05787
P45983	1	P05787
P53778	1	P05787
Q8NHM5	1	P15559
Q16236	1	P15559
P16220	1	P98177
P16220	1	Q53ET0
Q53ET0	1	P16220
Q15418	1	P16220
P31749	1	P16220
P49840	1	P16220
O75676	1	P16220
P16220	1	Q92793
Q92793	1	P16220
Q15796	1	P16220
P16220	1	Q9UBT6
P51812	1	P16220
O00141	1	P16220
Q13485	1	P16220
Q9H2X6	1	P16220
P31751	1	P16220
P05412	1	P16220
P16220	1	P84022
P16220	1	P39905
P16220	1	Q00403
Q14012	1	P16220
P35680	1	P16220
P18846	1	Q13315
P18846	1	Q7Z6J0
O75676	1	P18846
P18846	1	Q9H4A6
P68400	1	P18846
Q13485	1	P18846
Q13362	1	P18846
P35680	1	P18846
Q92797	1	P33240
Q92797	1	Q05048
Q16236	1	Q06830
P11802	1	Q06830
P78527	1	Q00839
P12004	1	P26358
P24941	1	P26358
P31749	1	P26358
P06493	1	P26358
P40763	1	P26358
P08047	1	P04156
O96017	1	P06400
O96017	1	Q15717
O96017	1	Q00987
Q9H4B4	1	O96017
O96017	1	Q9Y3F4
O96017	1	P10721
Q13315	1	O96017
O96017	1	P30307
P52292	1	O96017
O96017	1	P04637
O15297	1	O96017
O96017	1	P40337
O96017	1	P38398
P67775	1	O96017
O96017	1	P18887
O96017	1	Q13362
O96017	1	O15151
O96017	1	O95997
P78527	1	O96017
P62714	1	O96017
P45984	1	Q9UIG0
P27361	1	Q9UIG0
Q16539	1	Q9UIG0
Q9UIG0	1	P16104
Q15382	1	Q13393
Q9UKL3	1	P19838
Q14790	1	Q9UKL3
Q9UKL3	1	Q14790
P25445	1	Q9UKL3
P18146	1	P04637
P18146	1	P01137
P18146	1	P28562
Q04206	1	P18146
P18146	1	Q92547
P18146	1	P37231
P40763	1	P18146
P18146	1	Q02535
Q13315	1	Q07955
Q96SB4	1	Q07955
P42574	1	Q9UKV3
P78362	1	Q9UKV3
P17947	1	P09603
P09603	1	P07333
Q9NWT6	1	Q99814
P27361	1	P36956
P06493	1	P36956
P08047	1	P36956
P28482	1	P36956
P36956	1	P37231
P23443	1	P36956
P17706	1	P52333
P17706	1	P42229
P17706	1	P42224
P17706	1	P23458
P17706	1	P06213
P07996	1	P08514
P07996	1	Q08722
P07996	1	P23229
P30279	1	P06400
P04637	1	P06400
Q16539	1	P06400
P06400	1	P00519
P06493	1	P06400
O15550	1	P06400
P11802	1	P06400
P62136	1	P06400
P67775	1	P06400
P06400	1	Q16665
O15194	1	P06400
P01106	1	P15531
P03372	1	P15531
P06493	1	P15531
P04637	1	Q8IUQ4
Q8IUQ4	1	P46531
P55210	1	O00273
P42574	1	O00273
O43353	1	O95999
O43353	1	Q16539
O43353	1	Q13568
O43353	1	Q9NYJ8
Q13490	1	O43353
Q13489	1	O43353
O43353	1	Q15750
O43353	1	P45983
O43353	1	Q13114
O43353	1	O14920
Q9BX69	1	O43353
Q9Y239	1	O43353
P12004	1	O60673
P04637	1	P12004
O60921	1	P12004
Q149N8	1	P12004
Q14209	1	P12004
P49459	1	P12004
Q15418	1	O75030
P49840	1	O75030
P28482	1	O75030
P30281	1	P24864
P24864	1	P24941
Q969H0	1	P24864
P46937	1	Q15797
P29590	1	P46937
P00519	1	P46937
O95835	1	P46937
P63165	1	P46937
P46937	1	O15105
P46937	1	P28347
P46937	1	Q15562
P46937	1	Q99594
O14965	1	Q13158
Q15628	1	Q13158
Q05513	1	Q13158
Q13158	1	Q14790
P25445	1	Q13158
Q13158	1	Q13546
Q13546	1	Q13158
Q13158	1	Q9H1Y0
Q13158	1	O75618
P19525	1	P42224
P19525	1	P04637
P51812	1	P19525
P28482	1	P19525
O75569	1	P19525
O14920	1	P19525
P19525	1	Q15172
Q08999	1	Q15329
Q96L73	1	Q04206
P61244	1	Q9Y6D9
P12270	1	Q9Y6D9
Q13464	1	P24844
P42574	1	Q13464
Q13464	1	P53671
Q13464	1	O14974
Q13464	1	P35580
Q13464	1	Q05397
Q13464	1	P15311
Q13464	1	P08670
O14640	1	Q13464
Q13464	1	P53667
Q13464	1	O43293
Q13464	1	P45983
Q13464	1	Q9UPT6
Q13464	1	Q15746
Q13464	1	P35241
Q13464	1	P35611
Q13464	1	Q8N264
Q13464	1	Q9Y613
Q13464	1	O14950
Q13464	1	P61587
P01112	1	P15056
Q07889	1	P01112
P01112	1	P42336
P04637	1	P01112
P01112	1	P29353
P01112	1	Q9P212
Q9P212	1	P01112
P01112	1	P04049
Q06124	1	P01112
P01112	1	Q12967
P21359	1	P01112
P01112	1	P10398
Q9Y397	1	P01112
P01112	1	P05412
P01112	1	O00329
P01112	1	P42338
